news_sentence,sentiment_analysis
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,"[{'label': 'NEGATIVE', 'score': 0.9346717596054077}]"
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,"[{'label': 'NEGATIVE', 'score': 0.9971893429756165}]"
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols","[{'label': 'NEGATIVE', 'score': 0.9979222416877747}]"
$FTI Breakout today after reporting earnings last night,"[{'label': 'NEGATIVE', 'score': 0.9507279992103577}]"
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF","[{'label': 'POSITIVE', 'score': 0.9985658526420593}]"
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,"[{'label': 'NEGATIVE', 'score': 0.9724112749099731}]"
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,"[{'label': 'NEGATIVE', 'score': 0.9994431138038635}]"
$RAD All my charts are flashing oversold.,"[{'label': 'NEGATIVE', 'score': 0.9997280240058899}]"
$RSOL bought 3500 shares today!,"[{'label': 'POSITIVE', 'score': 0.9684518575668335}]"
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,"[{'label': 'NEGATIVE', 'score': 0.9542186856269836}]"
$CAMT Looks like might break down. I'm out,"[{'label': 'NEGATIVE', 'score': 0.9994075298309326}]"
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,"[{'label': 'NEGATIVE', 'score': 0.9994729161262512}]"
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,"[{'label': 'NEGATIVE', 'score': 0.9996104836463928}]"
$AAPL  downgrade is bias. This stock is a buy.,"[{'label': 'NEGATIVE', 'score': 0.9976074695587158}]"
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,"[{'label': 'NEGATIVE', 'score': 0.9682324528694153}]"
$PLUG bear raid,"[{'label': 'NEGATIVE', 'score': 0.9980543851852417}]"
$GPRO down 25% since Tue morning.,"[{'label': 'NEGATIVE', 'score': 0.9995858073234558}]"
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,"[{'label': 'NEGATIVE', 'score': 0.992602527141571}]"
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,"[{'label': 'NEGATIVE', 'score': 0.9941058158874512}]"
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c","[{'label': 'POSITIVE', 'score': 0.998867392539978}]"
$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,"[{'label': 'POSITIVE', 'score': 0.994272768497467}]"
$GTAT Will re-enter short on bounce...,"[{'label': 'NEGATIVE', 'score': 0.9989677667617798}]"
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,"[{'label': 'NEGATIVE', 'score': 0.9433280825614929}]"
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,"[{'label': 'NEGATIVE', 'score': 0.9983949065208435}]"
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,"[{'label': 'NEGATIVE', 'score': 0.9954490065574646}]"
$RNN More bleeding Monday.,"[{'label': 'NEGATIVE', 'score': 0.9988527297973633}]"
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,"[{'label': 'NEGATIVE', 'score': 0.9992456436157227}]"
$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,"[{'label': 'NEGATIVE', 'score': 0.9775132536888123}]"
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,"[{'label': 'NEGATIVE', 'score': 0.998671293258667}]"
$MXWL Oh snap. Just went long again. LT,"[{'label': 'NEGATIVE', 'score': 0.9978528022766113}]"
$HRL ready to pop! http://stks.co/s0Ny4,"[{'label': 'NEGATIVE', 'score': 0.7474105358123779}]"
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,"[{'label': 'NEGATIVE', 'score': 0.9956493973731995}]"
$FB i guess they want it down look at the those sell orders,"[{'label': 'NEGATIVE', 'score': 0.9994586110115051}]"
@ACInvestorBlog: $SPY eod run :),"[{'label': 'NEGATIVE', 'score': 0.9969093203544617}]"
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,"[{'label': 'NEGATIVE', 'score': 0.9871373176574707}]"
$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,"[{'label': 'NEGATIVE', 'score': 0.9993579983711243}]"
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,"[{'label': 'POSITIVE', 'score': 0.9905417561531067}]"
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,"[{'label': 'NEGATIVE', 'score': 0.9982516169548035}]"
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,"[{'label': 'NEGATIVE', 'score': 0.9656814336776733}]"
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,"[{'label': 'NEGATIVE', 'score': 0.9985440969467163}]"
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,"[{'label': 'NEGATIVE', 'score': 0.99146968126297}]"
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.","[{'label': 'NEGATIVE', 'score': 0.9988083839416504}]"
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us","[{'label': 'NEGATIVE', 'score': 0.9962900876998901}]"
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,"[{'label': 'NEGATIVE', 'score': 0.9992000460624695}]"
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%","[{'label': 'NEGATIVE', 'score': 0.9973673224449158}]"
$KEP breaking out when the market pulls back  http://stks.co/r0cet,"[{'label': 'NEGATIVE', 'score': 0.996961772441864}]"
$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,"[{'label': 'NEGATIVE', 'score': 0.9787684082984924}]"
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.","[{'label': 'POSITIVE', 'score': 0.9983839988708496}]"
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,"[{'label': 'POSITIVE', 'score': 0.9969981908798218}]"
@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,"[{'label': 'NEGATIVE', 'score': 0.9209182262420654}]"
$FB they are hitting  everything in sight.short it. but twtr,"[{'label': 'NEGATIVE', 'score': 0.9989878535270691}]"
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,"[{'label': 'POSITIVE', 'score': 0.985626757144928}]"
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady","[{'label': 'POSITIVE', 'score': 0.8381693363189697}]"
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY","[{'label': 'NEGATIVE', 'score': 0.9948573112487793}]"
"$INO Up, up, and away!","[{'label': 'NEGATIVE', 'score': 0.9855439066886902}]"
$BOBE down $2.84  premarket,"[{'label': 'NEGATIVE', 'score': 0.9987577199935913}]"
$CHRM Loooooongggggg base,"[{'label': 'NEGATIVE', 'score': 0.9842135906219482}]"
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,"[{'label': 'NEGATIVE', 'score': 0.9908059239387512}]"
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,"[{'label': 'POSITIVE', 'score': 0.9969522953033447}]"
$GS sells flat..I am out..,"[{'label': 'NEGATIVE', 'score': 0.9997665286064148}]"
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,"[{'label': 'POSITIVE', 'score': 0.9954482913017273}]"
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,"[{'label': 'NEGATIVE', 'score': 0.9994679093360901}]"
$WX Decent pull back . .,"[{'label': 'NEGATIVE', 'score': 0.9855206608772278}]"
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition","[{'label': 'POSITIVE', 'score': 0.6685647964477539}]"
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,"[{'label': 'NEGATIVE', 'score': 0.9985941052436829}]"
Long $GPRO for a brealout trade,"[{'label': 'NEGATIVE', 'score': 0.9972918629646301}]"
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,"[{'label': 'NEGATIVE', 'score': 0.9985727071762085}]"
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,"[{'label': 'NEGATIVE', 'score': 0.998141884803772}]"
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ","[{'label': 'NEGATIVE', 'score': 0.9987574815750122}]"
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,"[{'label': 'NEGATIVE', 'score': 0.9369555711746216}]"
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,"[{'label': 'NEGATIVE', 'score': 0.9952098727226257}]"
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation","[{'label': 'NEGATIVE', 'score': 0.9825892448425293}]"
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,"[{'label': 'NEGATIVE', 'score': 0.9989064931869507}]"
$YANG Double bottom 5.2,"[{'label': 'NEGATIVE', 'score': 0.9981880784034729}]"
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,"[{'label': 'NEGATIVE', 'score': 0.9975607395172119}]"
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,"[{'label': 'NEGATIVE', 'score': 0.996379554271698}]"
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,"[{'label': 'NEGATIVE', 'score': 0.9970704317092896}]"
"$WFM Bought a little yesterday, hoping for an earnings pop.","[{'label': 'NEGATIVE', 'score': 0.9091057777404785}]"
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,"[{'label': 'NEGATIVE', 'score': 0.9954074025154114}]"
$IBIO  up 10% in premarket ready for lift off,"[{'label': 'NEGATIVE', 'score': 0.9752918481826782}]"
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs","[{'label': 'NEGATIVE', 'score': 0.9982506632804871}]"
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.","[{'label': 'NEGATIVE', 'score': 0.9941341280937195}]"
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu","[{'label': 'NEGATIVE', 'score': 0.9980981945991516}]"
$LUV Continues to consolidate above previous break out area...,"[{'label': 'POSITIVE', 'score': 0.9979041814804077}]"
$REN bottoming out again.. Good time to buy,"[{'label': 'POSITIVE', 'score': 0.9993869066238403}]"
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,"[{'label': 'NEGATIVE', 'score': 0.9992629885673523}]"
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,"[{'label': 'NEGATIVE', 'score': 0.998956561088562}]"
$GALE Breakout Coming Soon!,"[{'label': 'NEGATIVE', 'score': 0.5900229215621948}]"
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this","[{'label': 'NEGATIVE', 'score': 0.814374566078186}]"
$AAPL $131 rally mode,"[{'label': 'NEGATIVE', 'score': 0.992209792137146}]"
$MPWR CEO sells 450k april 15th..meh,"[{'label': 'NEGATIVE', 'score': 0.989942193031311}]"
"Homebuilders - $RYL breaking below support, watch this one.  $SPY","[{'label': 'NEGATIVE', 'score': 0.9811660647392273}]"
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,"[{'label': 'NEGATIVE', 'score': 0.9995567202568054}]"
$AMZN Going thru the roof needs a sell!,"[{'label': 'NEGATIVE', 'score': 0.9988449811935425}]"
"$ESI on lows, down $1.50 to $2.50 BK a real possibility","[{'label': 'NEGATIVE', 'score': 0.9931260347366333}]"
Short on $ATVI from 24.55.,"[{'label': 'NEGATIVE', 'score': 0.9994382262229919}]"
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,"[{'label': 'NEGATIVE', 'score': 0.9983559250831604}]"
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB","[{'label': 'NEGATIVE', 'score': 0.9899426698684692}]"
$NEON oversold,"[{'label': 'NEGATIVE', 'score': 0.9994901418685913}]"
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.","[{'label': 'POSITIVE', 'score': 0.753754198551178}]"
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.","[{'label': 'POSITIVE', 'score': 0.7176480293273926}]"
$INVE : SEE YA ABOVE $8,"[{'label': 'NEGATIVE', 'score': 0.639593780040741}]"
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,"[{'label': 'NEGATIVE', 'score': 0.972566545009613}]"
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP","[{'label': 'NEGATIVE', 'score': 0.9900923371315002}]"
Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,"[{'label': 'POSITIVE', 'score': 0.5952173471450806}]"
$BIOC RSI extremely in long's favor looking at BIOC historically.,"[{'label': 'POSITIVE', 'score': 0.7320042252540588}]"
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,"[{'label': 'NEGATIVE', 'score': 0.99681156873703}]"
$VMW  Got a nice push today following small sweepers of May C this morning,"[{'label': 'POSITIVE', 'score': 0.9770976305007935}]"
$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,"[{'label': 'NEGATIVE', 'score': 0.9977884292602539}]"
$AAPL Dips being bought up real quick. Higher lows fo sho,"[{'label': 'NEGATIVE', 'score': 0.9980149269104004}]"
Long $X 24.62,"[{'label': 'NEGATIVE', 'score': 0.9897676110267639}]"
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,"[{'label': 'NEGATIVE', 'score': 0.9965474009513855}]"
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,"[{'label': 'NEGATIVE', 'score': 0.9824124574661255}]"
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,"[{'label': 'NEGATIVE', 'score': 0.9977670907974243}]"
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,"[{'label': 'POSITIVE', 'score': 0.9993855953216553}]"
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.","[{'label': 'NEGATIVE', 'score': 0.9993054866790771}]"
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,"[{'label': 'NEGATIVE', 'score': 0.955004096031189}]"
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,"[{'label': 'POSITIVE', 'score': 0.5764673948287964}]"
"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.","[{'label': 'NEGATIVE', 'score': 0.9973763227462769}]"
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,"[{'label': 'NEGATIVE', 'score': 0.9977474808692932}]"
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,"[{'label': 'POSITIVE', 'score': 0.9998488426208496}]"
$IWM same conditions that sent markets to tumble all hitting this week,"[{'label': 'NEGATIVE', 'score': 0.9928949475288391}]"
$CRK time to accumulate for a long position with far more upside than downside,"[{'label': 'NEGATIVE', 'score': 0.8269059062004089}]"
$BWLD bearish engulfing candle,"[{'label': 'NEGATIVE', 'score': 0.9623866081237793}]"
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,"[{'label': 'NEGATIVE', 'score': 0.9997366070747375}]"
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,"[{'label': 'POSITIVE', 'score': 0.5464942455291748}]"
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,"[{'label': 'POSITIVE', 'score': 0.8883567452430725}]"
$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,"[{'label': 'NEGATIVE', 'score': 0.7693002223968506}]"
Why $MCD looks set to fall further. http://stks.co/f2fgj,"[{'label': 'NEGATIVE', 'score': 0.9995036125183105}]"
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,"[{'label': 'NEGATIVE', 'score': 0.9983891248703003}]"
$FB bot some @78.47 breakout from the consolidation zone :D,"[{'label': 'NEGATIVE', 'score': 0.9982282519340515}]"
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,"[{'label': 'NEGATIVE', 'score': 0.9902902245521545}]"
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,"[{'label': 'NEGATIVE', 'score': 0.9997832179069519}]"
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far","[{'label': 'NEGATIVE', 'score': 0.9979623556137085}]"
$GEVO PLUNGING!  Back to $3.55.,"[{'label': 'NEGATIVE', 'score': 0.9960072636604309}]"
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,"[{'label': 'NEGATIVE', 'score': 0.9997504353523254}]"
$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,"[{'label': 'NEGATIVE', 'score': 0.9972549080848694}]"
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over","[{'label': 'POSITIVE', 'score': 0.6940845251083374}]"
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,"[{'label': 'NEGATIVE', 'score': 0.9987136125564575}]"
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy","[{'label': 'NEGATIVE', 'score': 0.9979793429374695}]"
$TSLA is now up 57% from its February low. Amazing rebound.,"[{'label': 'POSITIVE', 'score': 0.9997197985649109}]"
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,"[{'label': 'NEGATIVE', 'score': 0.999178946018219}]"
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU","[{'label': 'NEGATIVE', 'score': 0.9995775818824768}]"
$YHOO About to break out on the 5-min...,"[{'label': 'NEGATIVE', 'score': 0.9935389161109924}]"
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,"[{'label': 'NEGATIVE', 'score': 0.9947713017463684}]"
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,"[{'label': 'POSITIVE', 'score': 0.9966093301773071}]"
$SAVE long. https://t.co/yEJuS9cMlC,"[{'label': 'NEGATIVE', 'score': 0.9982738494873047}]"
@mugatushair Now it is time to short $TSLA,"[{'label': 'NEGATIVE', 'score': 0.9994290471076965}]"
$COST Costco less than stellar day but it held the 50 day moving average,"[{'label': 'POSITIVE', 'score': 0.8920714259147644}]"
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT","[{'label': 'NEGATIVE', 'score': 0.998245358467102}]"
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,"[{'label': 'NEGATIVE', 'score': 0.5825541019439697}]"
$INTC finally some nice downside move... looking for the 31 handle to break,"[{'label': 'NEGATIVE', 'score': 0.93157559633255}]"
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?","[{'label': 'NEGATIVE', 'score': 0.9783397912979126}]"
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork","[{'label': 'NEGATIVE', 'score': 0.9943464398384094}]"
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,"[{'label': 'NEGATIVE', 'score': 0.9982524514198303}]"
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls","[{'label': 'NEGATIVE', 'score': 0.9926247000694275}]"
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,"[{'label': 'NEGATIVE', 'score': 0.9487227201461792}]"
$ilmn piper Jeffries raises pt.  I remain long,"[{'label': 'NEGATIVE', 'score': 0.9751788973808289}]"
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO","[{'label': 'POSITIVE', 'score': 0.995324969291687}]"
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,"[{'label': 'POSITIVE', 'score': 0.8684712648391724}]"
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,"[{'label': 'NEGATIVE', 'score': 0.9883650541305542}]"
expecting  $SPY to close above 205.20 $AAPL,"[{'label': 'NEGATIVE', 'score': 0.9967408776283264}]"
"$FB trending nicely, intraday.","[{'label': 'POSITIVE', 'score': 0.9997430443763733}]"
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,"[{'label': 'POSITIVE', 'score': 0.9013935327529907}]"
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY","[{'label': 'NEGATIVE', 'score': 0.9989493489265442}]"
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u","[{'label': 'NEGATIVE', 'score': 0.998870313167572}]"
"$TSLA steaming up again, this stock is relentless at the moment","[{'label': 'NEGATIVE', 'score': 0.9978345036506653}]"
.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,"[{'label': 'NEGATIVE', 'score': 0.9855549335479736}]"
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,"[{'label': 'NEGATIVE', 'score': 0.9743127822875977}]"
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,"[{'label': 'NEGATIVE', 'score': 0.9542345404624939}]"
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.","[{'label': 'NEGATIVE', 'score': 0.995161235332489}]"
"Britain's FTSE steadies, supported by Dixons Carphone","[{'label': 'POSITIVE', 'score': 0.991881787776947}]"
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,"[{'label': 'POSITIVE', 'score': 0.6878156661987305}]"
AstraZeneca sells Caprelsa rights to Sanofi unit,"[{'label': 'NEGATIVE', 'score': 0.9724647998809814}]"
UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,"[{'label': 'POSITIVE', 'score': 0.9959491491317749}]"
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,"[{'label': 'NEGATIVE', 'score': 0.996692419052124}]"
"FTSE led lower by M&S, GlaxoSmithKline","[{'label': 'NEGATIVE', 'score': 0.9995079040527344}]"
Morrisons faces festive sales test,"[{'label': 'NEGATIVE', 'score': 0.992527961730957}]"
GKN to buy Fokker Technologies for 706 mln euros,"[{'label': 'NEGATIVE', 'score': 0.9427669048309326}]"
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,"[{'label': 'POSITIVE', 'score': 0.5735573172569275}]"
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,"[{'label': 'POSITIVE', 'score': 0.5735573172569275}]"
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA","[{'label': 'NEGATIVE', 'score': 0.9323897361755371}]"
Chime Communications Set To Be Acquired By WPP And Providence,"[{'label': 'NEGATIVE', 'score': 0.9926818013191223}]"
"CompaniesNew Aggreko CEO to reshape business, strip costs","[{'label': 'POSITIVE', 'score': 0.9794942140579224}]"
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,"[{'label': 'NEGATIVE', 'score': 0.983944296836853}]"
Rio Tinto CEO says iron ore market at equilibrium,"[{'label': 'NEGATIVE', 'score': 0.9907562136650085}]"
US sanctions put Gazprom-Shell alliance plans in jeopardy,"[{'label': 'NEGATIVE', 'score': 0.9993523955345154}]"
Standard Chartered Not Raising Capital Yet As Dividend Cut,"[{'label': 'NEGATIVE', 'score': 0.994148850440979}]"
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,"[{'label': 'NEGATIVE', 'score': 0.9992966651916504}]"
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,"[{'label': 'NEGATIVE', 'score': 0.9992966651916504}]"
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn","[{'label': 'NEGATIVE', 'score': 0.9985387325286865}]"
CRH adds CR Laurence to acquisitions tally for $1.3bn,"[{'label': 'POSITIVE', 'score': 0.9920610189437866}]"
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,"[{'label': 'POSITIVE', 'score': 0.9578947424888611}]"
Shire to buy NPS for $5.2 billion to boost rare disease drugs,"[{'label': 'NEGATIVE', 'score': 0.964740514755249}]"
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,"[{'label': 'NEGATIVE', 'score': 0.9091243743896484}]"
"AstraZeneca bags another cancer drug deal, this time with Inovio","[{'label': 'NEGATIVE', 'score': 0.998380184173584}]"
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,"[{'label': 'NEGATIVE', 'score': 0.8950628042221069}]"
"L&G still paying price for dividend cut during crisis, chief says","[{'label': 'NEGATIVE', 'score': 0.928398847579956}]"
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,"[{'label': 'NEGATIVE', 'score': 0.9896962642669678}]"
Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,"[{'label': 'NEGATIVE', 'score': 0.9544264674186707}]"
"Tesco, Asda sales fall as march of the discounters continues: Kantar","[{'label': 'NEGATIVE', 'score': 0.9987208247184753}]"
Shire proposes $30 bln all-share tie-up with Baxalta,"[{'label': 'NEGATIVE', 'score': 0.99038165807724}]"
Shire CEO steps up drive to get Baxalta board talking,"[{'label': 'POSITIVE', 'score': 0.9572048187255859}]"
"Tesco, Asda sales fall as march of the discounters continues-Kantar","[{'label': 'NEGATIVE', 'score': 0.9989633560180664}]"
Verizon and AT&T accused of hurting rivals,"[{'label': 'NEGATIVE', 'score': 0.8699122071266174}]"
