Sentence,Sentiment,predicted_sentiment_3_class,confidence_3_class
Glencore slumps 25 pct as debt fears grow,NEG,negative,0.9984203577041626
Horizonte acquires neighbouring Glencore nickel property in Brazil,POS,neutral,0.9964436888694763
Companies Thetrainline.com announces arrival of London IPO,POS,neutral,0.9998781681060791
UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,POS,neutral,0.9995927214622498
Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,NEG,neutral,0.8352726101875305
Glencore slumps 30 percent as debt fears grow,NEG,negative,0.9984546899795532
Aberdeen Asset Management Gains Foothold In China,POS,positive,0.999276340007782
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,POS,neutral,0.9998911619186401
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,POS,neutral,0.9998911619186401
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",NEG,negative,0.9979755282402039
"After Barclays and Bank of America, Citigroup has blockchain in sight",POS,neutral,0.9998329877853394
"After Barclays and Bank of America, Citigroup has blockchain in sight",POS,neutral,0.9998329877853394
AB InBev approaches SABMiller to explore $250bn tie-up,POS,neutral,0.9997536540031433
EU regulator backs approval for GSK injectable asthma drug,POS,positive,0.9977166652679443
Glencore fight back over debt fears lifts shares,POS,positive,0.9991363883018494
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",POS,positive,0.999555766582489
Brewer AB InBev seeks $275 bln tie-up with SABMiller,POS,neutral,0.9995736479759216
AB InBev looks to win over SABMiller investors,POS,positive,0.9995941519737244
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,POS,positive,0.9971804618835449
Copper market may get a 2003-style supply shock from Glencore closures,NEG,negative,0.9973287582397461
Breakingviews: IAG can pay more for Aer Lingus,POS,neutral,0.9997151494026184
TalkTalk hires BAE Systems to investigate cyber attack,NEG,neutral,0.9994853734970093
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,POS,positive,0.9971248507499695
CompaniesAB InBev signals it won't go hostile for SABMiller,POS,neutral,0.8087545037269592
Tesco share price jumps as Q3 sales top estimates,POS,positive,0.9996728897094727
AstraZeneca diabetes drug combination faces delay after FDA rebuff,NEG,negative,0.9847069382667542
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,NEU,neutral,0.955504834651947
SABMiller revenue hit by weaker EM currencies,NEG,negative,0.9985935091972351
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,POS,neutral,0.9980729818344116
CRH's concrete bid for Holcim Lafarge assets,POS,neutral,0.9998712539672852
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,POS,neutral,0.9991864562034607
AB InBev offers SABMiller $3 billion breakup fee,POS,neutral,0.9998369216918945
GSK joins China trade push as UK trumpets healthcare deals,POS,positive,0.8766726851463318
AB InBev ups offer for SABMiller as deadline looms,POS,positive,0.9990792274475098
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,POS,positive,0.5198686718940735
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",POS,positive,0.9995108842849731
CompaniesUnilever sales lifted by ice cream in soft economy,POS,positive,0.9996647834777832
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,POS,positive,0.8019784688949585
Persimmon share price climbs on 23% rise in full-year revenue,POS,positive,0.9996944665908813
Britain's FTSE forges ahead as Shire surges,POS,positive,0.9993751645088196
AB InBev attacks SABMiller bid rebuffal,NEG,negative,0.7787359356880188
Anheuser-Busch InBev Increases Offer for Rival SABMiller,POS,positive,0.9995403289794922
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,POS,neutral,0.9998314380645752
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,POS,neutral,0.9998875856399536
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,NEG,positive,0.9880561828613281
Ruling sets lower limit on potential fine for BP,NEG,positive,0.970745861530304
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",POS,neutral,0.9996973276138306
SAB's Chairman Digs In With Board Divided on InBev Offer,POS,neutral,0.9998342990875244
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,POS,neutral,0.9998736381530762
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,NEG,neutral,0.9679626226425171
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,NEG,negative,0.9977777600288391
Reed Elsevier share price slides on underwhelming full-year results,NEG,negative,0.998687207698822
WPP wins race for 'programmatic buying' agency Essence Digital,POS,positive,0.9979514479637146
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,NEG,neutral,0.9611621499061584
G4S slides on balance sheet worries,NEG,negative,0.9984588623046875
FDA approves AstraZeneca drug for advanced lung cancer,POS,neutral,0.9957767128944397
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,POS,negative,0.9055713415145874
HSBC appoints business leaders to board,POS,neutral,0.99986732006073
"HSBC shakes up board with two new business chiefs, three departures",NEG,neutral,0.9997434020042419
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",POS,positive,0.999594509601593
"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",POS,neutral,0.9998399019241333
$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,POS,positive,0.9994334578514099
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,NEG,neutral,0.9998706579208374
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,NEG,neutral,0.9335005879402161
$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,POS,positive,0.9990679621696472
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",POS,neutral,0.9998168349266052
$CTRP not a bad long chart now that it's through sma100 resistance.,POS,positive,0.9698616862297058
$ENDP Was looking for a long entry but today's price action wasn't appealing,POS,negative,0.6255583763122559
"$INTC & $AAPL strong, tech leads DOW higher",POS,positive,0.999629020690918
$CTRP breaking out https://t.co/Z2je3rTKch,POS,neutral,0.9998763799667358
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,POS,positive,0.9992033839225769
loading $SPY and $AAPL puts. think were toppy IMHO.,NEG,neutral,0.9153782725334167
bot $AMZN 600 weekly calls here @ 5.93,POS,neutral,0.9998883008956909
$FB watching for bounce tomorrow,POS,neutral,0.9997753500938416
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,POS,positive,0.9997051358222961
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",NEG,negative,0.99822598695755
$tsla bad day to short,POS,negative,0.9982256293296814
"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",NEG,neutral,0.9998593330383301
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,POS,neutral,0.9998520612716675
Bought some more $CELG as it is ready for a bounce.,POS,neutral,0.9908955693244934
Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,POS,positive,0.9995887875556946
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",POS,positive,0.999362051486969
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,POS,neutral,0.9998427629470825
$FB  rejecting HIGHS shortable...at 109,NEG,neutral,0.999842643737793
"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",POS,neutral,0.7815719842910767
$FB turns back down in early trading.... https://t.co/reuf5PzhBm,NEG,negative,0.9960418939590454
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,POS,positive,0.9993149042129517
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",NEG,negative,0.9986345171928406
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",NEG,negative,0.7667569518089294
"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",POS,positive,0.9974838495254517
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,POS,positive,0.9996460676193237
Long $ENDP @ $26.23 on $AGN b/o rumor,POS,neutral,0.999880313873291
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",NEG,neutral,0.9948864579200745
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,POS,positive,0.9994648098945618
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,NEG,negative,0.8567595481872559
$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,NEG,negative,0.9949027299880981
$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,POS,neutral,0.9996848106384277
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,POS,positive,0.9995550513267517
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",POS,neutral,0.8505038619041443
$SBUX heading for the 200DMA and certain doom if it can not hold there.,NEG,negative,0.7332772016525269
$AMZN long into earnings. looks good over 600,POS,positive,0.999038815498352
$GOOGL is a short below 740 into the upper BB and is overbought,NEG,negative,0.9931249618530273
Timberrrr $TSLA https://t.co/MRBgfDHHVa,NEG,neutral,0.9998693466186523
Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,POS,neutral,0.9938316345214844
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",NEG,positive,0.9990625977516174
Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,POS,neutral,0.9955832362174988
Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,POS,neutral,0.9998769760131836
$SBUX inverted head & shoulders pattern in the works. bullish.,POS,neutral,0.8375667333602905
I see a 20 percent upside in $FB shares from here,POS,positive,0.9995124340057373
long $AAPL,POS,neutral,0.9998621940612793
$FB popping up to HOD,POS,neutral,0.999871015548706
$TSLA yeah lets go down to 230s lol,NEG,neutral,0.9998372793197632
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,NEG,neutral,0.9968034029006958
$YHOO making new HOD,POS,neutral,0.9998350143432617
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",POS,positive,0.9996520280838013
$PCLN Back to Back intraday reversals look out below. Shorts moving in!,NEG,neutral,0.9998143315315247
$PYPL great vol flow trade here.. Love this company long time.,POS,positive,0.8995381593704224
$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,POS,positive,0.9995260238647461
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,POS,negative,0.992685079574585
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",NEG,negative,0.9968535304069519
$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,POS,negative,0.9981654286384583
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",NEG,negative,0.9610809683799744
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,POS,positive,0.9995031356811523
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",NEG,negative,0.9347684383392334
$FB $AAPL $NKE $JWN bearish charts keep getting worse.,NEG,negative,0.9979327917098999
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",POS,neutral,0.9998713731765747
$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,POS,positive,0.9996331930160522
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,POS,positive,0.99910968542099
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",POS,neutral,0.9998636245727539
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,POS,positive,0.9982484579086304
Seat belt recall? who cares....  I'm a buyer $TSLA,POS,neutral,0.9998801946640015
$FB gettin in the buy zone soon ;),POS,neutral,0.999862551689148
Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,NEG,negative,0.9885854125022888
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",POS,neutral,0.9998161196708679
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",POS,neutral,0.9996927976608276
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,POS,positive,0.9990344047546387
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",NEG,negative,0.7133119702339172
"$AAPL bounces off support, it seems",POS,positive,0.9996005892753601
Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,NEG,negative,0.9952385425567627
$GOOGL gets an upgrade price target $970,POS,positive,0.9958600401878357
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,NEG,negative,0.99735426902771
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",NEG,neutral,0.9500282406806946
$fb small long 109.25 via calls,POS,neutral,0.9998847246170044
Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,POS,negative,0.9975192546844482
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",NEG,negative,0.7774542570114136
ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,POS,neutral,0.9997841715812683
$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,NEG,negative,0.9986012578010559
$FB gone green on day,POS,neutral,0.9994198083877563
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",NEG,negative,0.9789628982543945
$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,POS,positive,0.9992503523826599
$FB still a dog going much lower this week,NEG,negative,0.9979935884475708
Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,NEG,negative,0.9642077088356018
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,POS,neutral,0.9998143315315247
$BAC $ADSK $NFLX long this morning,POS,neutral,0.9994516968727112
Locked in some $FB puts for nice gain,NEG,positive,0.999679684638977
3rd red day in a row ? $TSLA,NEG,neutral,0.9998679161071777
Just went long $ILMN,POS,neutral,0.9995142221450806
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,POS,positive,0.9996638298034668
$DISH weakness continues again. 49.43 area resistance after last week,NEG,negative,0.9981617331504822
$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,POS,positive,0.9991065859794617
$COST short finally making gains. I will take half my gains at 147,NEG,negative,0.5352703928947449
Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,NEG,negative,0.6889929175376892
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,POS,neutral,0.9997774958610535
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",POS,positive,0.9996621608734131
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",NEG,negative,0.7951211333274841
@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,NEG,neutral,0.999859094619751
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,NEG,negative,0.9971475005149841
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,NEG,neutral,0.9998890161514282
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,NEG,negative,0.998717188835144
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,POS,positive,0.9990731477737427
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",NEG,negative,0.9849201440811157
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",POS,positive,0.9996895790100098
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,POS,negative,0.936424970626831
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,POS,neutral,0.9995437264442444
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",POS,positive,0.9980645775794983
$JD down 20% in after-hour market. anyone care to explain why?,NEG,negative,0.9979022741317749
Look at that $AMZN > 600,POS,neutral,0.9998753070831299
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,POS,positive,0.9996671676635742
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,NEG,negative,0.9977287650108337
$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,NEG,negative,0.99642014503479
long $AAPL 107 calls @ .40,POS,neutral,0.9998911619186401
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",POS,neutral,0.9970391988754272
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",NEG,negative,0.9961547255516052
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,NEG,negative,0.9971745014190674
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,POS,positive,0.9994317889213562
$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,NEG,neutral,0.999607264995575
$aapl high of day just hit. Back at it tomorrow.,POS,positive,0.9965343475341797
ouch looks like $tsla shorts getting skinned again,POS,neutral,0.9049005508422852
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",POS,positive,0.9996206760406494
Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,POS,positive,0.9987063407897949
$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,NEG,neutral,0.9986230134963989
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,POS,positive,0.9984641075134277
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",POS,positive,0.9996328353881836
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,NEG,negative,0.9982490539550781
S&P downgrades Barclays and RBS on government bailout fears,NEG,negative,0.996679425239563
Irish housebuilder Cairn Homes plans London listing,POS,neutral,0.9998668432235718
Arm slammed by handset sales outlook,NEG,negative,0.9983612895011902
CompaniesLSE adds ex-SEC head Schapiro to board,POS,neutral,0.9998295307159424
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,NEG,positive,0.9996370077133179
FTSE 100 flat; Standard Chartered leads risers,POS,neutral,0.9762570858001709
CompaniesHoward Davies appointment as RBS director delayed,NEG,negative,0.5853132605552673
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,NEG,neutral,0.9998094439506531
Passengers rise at EasyJet and Aer Lingus,POS,positive,0.9996559619903564
Dixons Carphone profit boost on strong sales,POS,positive,0.9996932744979858
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",POS,positive,0.9995564818382263
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",POS,positive,0.9995564818382263
"Royal Mail, Johnson Matthey lead FTSE lower",NEG,negative,0.9977403879165649
Sainsbury sales slip again as price pressures take a toll,NEG,negative,0.9984037280082703
Sophos aims to raise $100m in London IPO,POS,neutral,0.9998594522476196
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,POS,neutral,0.9998674392700195
Borealis Infrastructure putting together new Severn Trent bid,POS,neutral,0.9998056292533875
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",NEG,negative,0.9986960291862488
Johnson Matthey share price slumps as company posts full-year results,NEG,negative,0.9987186193466187
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,POS,positive,0.9996174573898315
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,POS,positive,0.9996174573898315
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,NEG,neutral,0.9998382329940796
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,NEG,neutral,0.9998382329940796
Petrofac books further Â£30m cost for Shetland gas terminal delays,NEG,negative,0.9968109726905823
Petrofac share price rises despite Â£30m costs on North Sea project,POS,positive,0.9976258873939514
Whitbread boss Andy Harrison defends sales fall as 'just a blip',NEG,negative,0.9979208111763
Barclays share price subdued as bank faces fresh forex probe,NEG,negative,0.9982818365097046
CompaniesActelion shares hit record on Shire takeover talk,POS,positive,0.9992669224739075
CompaniesActelion shares hit record on Shire takeover talk,POS,positive,0.9992669224739075
"FDA approves NPS drug, in move validating Shire takeover deal",POS,positive,0.9993013143539429
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,POS,positive,0.9712950587272644
Diageo Shares Surge on Report of Possible Takeover by Lemann,POS,positive,0.9984230995178223
RBS chairman admits surprise at size of regulatory penalties,NEG,negative,0.9957137107849121
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,POS,neutral,0.9998887777328491
Johnson Matthey raises prospect of investor payout,POS,positive,0.9992660880088806
InterContinental Hotels Denies Reports of Starwood Merger Talks,NEG,neutral,0.8047681450843811
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,POS,positive,0.9995524287223816
Ocwen Reaches Settlement With California Regulator,POS,positive,0.9992191791534424
FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,POS,positive,0.9960656762123108
AstraZeneca suffers setback after drug fails to treat eye cancer,NEG,negative,0.9981877207756042
British American Tobacco first-half sales hurt by currency moves,NEG,negative,0.9984719157218933
Zurich Insurance Considering Offer for UK Rival RSA Insurance,POS,neutral,0.9995463490486145
Japan's Nikkei lands Financial Times in $1.3 billion deal,POS,neutral,0.9998347759246826
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",NEG,neutral,0.9652917385101318
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",NEG,neutral,0.9652917385101318
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",NEG,neutral,0.9652917385101318
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,POS,neutral,0.9998822212219238
Sainsbury sells unit to LloydsPharmacy,POS,neutral,0.999879002571106
BAE Systems's sales boosted by European Typhoon and currencies,POS,positive,0.9997137188911438
"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",NEG,negative,0.9946363568305969
@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,POS,neutral,0.9998608827590942
#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,NEG,negative,0.9934304356575012
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,POS,positive,0.9904870390892029
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",POS,positive,0.9995782971382141
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,POS,positive,0.9993768334388733
Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,NEG,negative,0.9960325360298157
Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,POS,neutral,0.9998487234115601
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",POS,neutral,0.9921706318855286
Deutsche Bank cuts $SBUX,NEG,negative,0.9683029651641846
"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",NEG,negative,0.9985843896865845
$TSLA recall,NEG,neutral,0.9998264908790588
Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,POS,positive,0.9996516704559326
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,POS,positive,0.9916948676109314
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,POS,negative,0.9954251646995544
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,POS,positive,0.9996097683906555
Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,POS,negative,0.9954237341880798
$ISRG Break out confirmed. Bought Leaps. Good trading!,POS,neutral,0.8709123134613037
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",POS,neutral,0.9996262788772583
$FB & $TSLA cracking lower early. $short #correction #stocks,NEG,negative,0.9983004927635193
Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,POS,neutral,0.9997995495796204
Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,NEG,negative,0.5075716376304626
"$AMZN trades in mid to upper range. No break out yet, either direction",POS,neutral,0.9998631477355957
$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,POS,neutral,0.9940193891525269
$NFLX and $TSLA making all kinds of gains 📈,POS,positive,0.9996885061264038
"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",NEG,neutral,0.8067611455917358
$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,POS,positive,0.9994035959243774
Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,NEG,neutral,0.8453438878059387
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,NEG,neutral,0.9994376301765442
$TSLA weakest in todays DT watchlist,NEG,neutral,0.9998637437820435
