_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
885,AstraZeneca diabetes drug combination faces delay after FDA rebuff,AstraZeneca,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Pharmaceuticals
891,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,Mylan,NEU,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Pharmaceuticals
896,SABMiller revenue hit by weaker EM currencies,SAB Miller,NEG,headline,Stock Affairs,Other Stock Affairs,Beverages
897,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,SAB Miller,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
90,CRH's concrete bid for Holcim Lafarge assets,Holcim Lafarge,POS,headline,Stock Affairs,Stock Price Movement,Construction Materials
907,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,Standard Chartered,POS,headline,Business Operations,"Sales, Market Share Changes",Banks
908,AB InBev offers SABMiller $3 billion breakup fee,SAB Miller,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
912,GSK joins China trade push as UK trumpets healthcare deals,GSK,POS,headline,Business Operations,Other Business Operations Affairs,Pharmaceuticals
914,AB InBev ups offer for SABMiller as deadline looms,SAB Miller,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
919,Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,Tesco,POS,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
922,"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",Glencore,POS,headline,Stock Affairs,Stock Price Movement,Metals & Mining
924,CompaniesUnilever sales lifted by ice cream in soft economy,Unilever,POS,headline,Financial Affairs,Other Financial Affairs,Household Products
939,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,SABMiller,POS,headline,Business Operations,Other Business Operations Affairs,Beverages
94,Persimmon share price climbs on 23% rise in full-year revenue,Persimmon,POS,headline,Stock Affairs,Stock Price Movement,Household Durables
941,Britain's FTSE forges ahead as Shire surges,Shire,POS,headline,Stock Affairs,Stock Price Movement,Pharmaceuticals
942,AB InBev attacks SABMiller bid rebuffal,SABMiller,NEG,headline,Financing and Investment,Mergers and Acquisitions,Beverages
943,Anheuser-Busch InBev Increases Offer for Rival SABMiller,SABMiller,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
945,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,BHP Billiton,POS,headline,Business Operations,Other Business Operations Affairs,Metals & Mining
946,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,Lloyds,POS,headline,Business Operations,Other Business Operations Affairs,Banks
952,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,Lufthansa,NEG,headline,Business Operations,Other Business Operations Affairs,Passenger Airlines
96,Ruling sets lower limit on potential fine for BP,BP,NEG,headline,Compliance and Credit,Legal Affairs,"Oil, Gas & Consumable Fuels"
963,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",CNPC,POS,headline,Business Operations,Other Business Operations Affairs,"Oil, Gas & Consumable Fuels"
965,SAB's Chairman Digs In With Board Divided on InBev Offer,SABMiller,POS,headline,Business Operations,Other Business Operations Affairs,Beverages
966,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,Kinder Morgan,POS,headline,Business Operations,Initiating Cooperation,"Oil, Gas & Consumable Fuels"
967,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,ExxonMobil,NEG,headline,Compliance and Credit,Legal Affairs,"Oil, Gas & Consumable Fuels"
972,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,Standard Chartered,NEG,headline,Stock Affairs,Other Stock Affairs,Banks
98,Reed Elsevier share price slides on underwhelming full-year results,Reed Elsevier,NEG,headline,Stock Affairs,Stock Price Movement,Professional Services
980,WPP wins race for 'programmatic buying' agency Essence Digital,WPP,POS,headline,Financing and Investment,Mergers and Acquisitions,Media
981,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,Samarco,NEG,headline,Compliance and Credit,Company Litigation,Metals & Mining
986,G4S slides on balance sheet worries,G4S,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Commercial Services & Supplies
988,FDA approves AstraZeneca drug for advanced lung cancer,AstraZeneca,POS,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
99,UPDATE 1-Meggitt reiterates annual outlook after tough 2014,Meggitt,POS,headline,Financial Affairs,Other Financial Affairs,Aerospace & Defense
991,HSBC appoints business leaders to board,HSBC,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Banks
999,"HSBC shakes up board with two new business chiefs, three departures",HSBC,NEG,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Banks
18014,"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",GILD,POS,post,Financial Affairs,Other Financial Affairs,Pharmaceuticals
18047,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
18050,$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,AMGN,POS,post,Financial Affairs,Other Financial Affairs,Pharmaceuticals
18061,Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
18075,Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,MSFT,NEG,post,Business Operations,Product Dynamics,Software
18077,$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,EXPE,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
18078,"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",ENDP,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18088,$CTRP not a bad long chart now that it's through sma100 resistance.,CTRP,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18096,$ENDP Was looking for a long entry but today's price action wasn't appealing,ENDP,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18097,"$INTC & $AAPL strong, tech leads DOW higher",INTC,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
18100,$CTRP breaking out https://t.co/Z2je3rTKch,CTRP,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18107,$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,CSX,POS,post,Stock Affairs,Stock Price Movement,Ground Transportation
18124,loading $SPY and $AAPL puts. think were toppy IMHO.,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
18126,bot $AMZN 600 weekly calls here @ 5.93,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
18143,$FB watching for bounce tomorrow,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18145,#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,CAFN,POS,post,Financial Affairs,Other Financial Affairs,Financial Services
18151,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18152,$tsla bad day to short,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
18154,"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18164,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,ORCL,POS,post,Stock Affairs,Other Stock Affairs,Software
18169,Bought some more $CELG as it is ready for a bounce.,CELG,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18170,Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,TSLA,POS,post,Stock Affairs,Other Stock Affairs,Automobiles
18180,"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",CELG,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18185,$AMZN new HOD with conviction keeping $570 on watch for Resistance.,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
18186,$FB  rejecting HIGHS shortable...at 109,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18196,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",CSX,POS,post,Financial Affairs,Profit Announcement,Ground Transportation
18206,$FB turns back down in early trading.... https://t.co/reuf5PzhBm,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18207,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18211,"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",GWW,NEG,post,Financial Affairs,Other Financial Affairs,Trading Companies & Distributors
18213,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18217,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",SIRI,POS,post,Financial Affairs,Other Financial Affairs,Entertainment
18218,5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,GOOGL,POS,post,Stock Affairs,Other Stock Affairs,Interactive Media & Services
18219,Long $ENDP @ $26.23 on $AGN b/o rumor,ENDP,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18226,"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18229,This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,BBBY,POS,post,Stock Affairs,Other Stock Affairs,Specialty Retail
18237,X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18250,$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,WDC,NEG,post,Business Operations,"Sales, Market Share Changes","Technology Hardware, Storage & Peripherals"
18259,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,VRTX,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18272,$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18275,"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
18285,$SBUX heading for the 200DMA and certain doom if it can not hold there.,SBUX,NEG,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
18307,$AMZN long into earnings. looks good over 600,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
18312,$GOOGL is a short below 740 into the upper BB and is overbought,GOOGL,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18313,Timberrrr $TSLA https://t.co/MRBgfDHHVa,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
18323,Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,YHOO,POS,post,Business Operations,Other Business Operations Affairs,Interactive Media & Services
18340,"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18349,Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,WYN,POS,post,Shareholder Affairs,Other Shareholder Affairs,"Hotels, Restaurants & Leisure"
18351,Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,ENDP,POS,post,Financing and Investment,Mergers and Acquisitions,Biotechnology
18354,$SBUX inverted head & shoulders pattern in the works. bullish.,SBUX,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
18361,I see a 20 percent upside in $FB shares from here,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18370,long $AAPL,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
18383,$FB popping up to HOD,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18391,$TSLA yeah lets go down to 230s lol,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
18420,#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18421,$YHOO making new HOD,YHOO,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18424,"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",YHOO,POS,post,Financing and Investment,Mergers and Acquisitions,Interactive Media & Services
18449,$PCLN Back to Back intraday reversals look out below. Shorts moving in!,PCLN,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18471,$PYPL great vol flow trade here.. Love this company long time.,PYPL,POS,post,Stock Affairs,Stock Price Movement,Consumer Finance
18479,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,ISRG,POS,post,Stock Affairs,Other Stock Affairs,Health Care Equipment & Supplies
18483,Long $TSLA short $MBLY https://t.co/jSpUSzo6na,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
18486,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18488,$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
18492,"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18500,Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,NFLX,POS,post,Business Operations,Other Business Operations Affairs,Entertainment
18504,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18517,$FB $AAPL $NKE $JWN bearish charts keep getting worse.,NKE,NEG,post,Stock Affairs,Stock Price Movement,"Textiles, Apparel & Luxury Goods"
18527,"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",AAPL,POS,post,Business Operations,Product Dynamics,Household Durables
18542,$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
18549,$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,GILD,POS,post,Business Operations,Other Business Operations Affairs,Pharmaceuticals
18561,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",ENDP,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
18562,TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,TRIP,POS,post,Financing and Investment,Mergers and Acquisitions,"Hotels, Restaurants & Leisure"
18564,Seat belt recall? who cares....  I'm a buyer $TSLA,TSLA,POS,post,Business Operations,Product Dynamics,Automobiles
18581,$FB gettin in the buy zone soon ;),FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18616,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,SBUX,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
18632,"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",ADBE,POS,post,Stock Affairs,Stock Price Movement,Software
18635,"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",QQQ,POS,post,Stock Affairs,Stock Price Movement,Financial Services
18652,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,GOOG,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18672,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18676,"$AAPL bounces off support, it seems",AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
18678,Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,SBUX,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
18684,$GOOGL gets an upgrade price target $970,GOOGL,POS,post,Stock Affairs,Other Stock Affairs,Interactive Media & Services
18692,NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,NTAP,NEG,post,Stock Affairs,Other Stock Affairs,"Technology Hardware, Storage & Peripherals"
18707,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18708,$fb small long 109.25 via calls,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18712,Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18724,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",FXE,NEG,post,Stock Affairs,Other Stock Affairs,Financial Services
18741,ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,COST,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
18743,$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,SAP,NEG,post,Financial Affairs,Profit Announcement,Software
18747,$FB gone green on day,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18750,"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",AMZN,NEG,post,Stock Affairs,Stock Price Movement,Broadline Retail
18766,$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,GOOGL,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18784,$FB still a dog going much lower this week,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18800,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,GOOG,NEG,post,Business Operations,Other Business Operations Affairs,Interactive Media & Services
18819,ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,CTXS,POS,post,Stock Affairs,Stock Price Movement,Software
18821,$BAC $ADSK $NFLX long this morning,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
18827,Locked in some $FB puts for nice gain,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18832,3rd red day in a row ? $TSLA,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
18840,Just went long $ILMN,ILMN,POS,post,Stock Affairs,Stock Price Movement,Life Sciences Tools & Services
18846,#Apple up almost 20% from its February lows with very little fanfare. $AAPL,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
18857,$DISH weakness continues again. 49.43 area resistance after last week,DISH,NEG,post,Stock Affairs,Stock Price Movement,Media
18867,$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,AAPL,POS,post,Financial Affairs,Other Financial Affairs,Household Durables
18877,$COST short finally making gains. I will take half my gains at 147,COST,NEG,post,Stock Affairs,Other Stock Affairs,Broadline Retail
18895,Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,GOOG,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
18903,Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
18910,"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",AAL,POS,post,Stock Affairs,Stock Price Movement,Passenger Airlines
18926,"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
18932,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,W,NEG,post,Stock Affairs,Other Stock Affairs,Broadline Retail
18945,Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,SBUX,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
18966,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,GOOG,NEG,post,Shareholder Affairs,Other Shareholder Affairs,Interactive Media & Services
18981,Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,JNPR,NEG,post,Financial Affairs,Profit Announcement,Communications Equipment
18986,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
18994,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",VZ,NEG,post,Stock Affairs,Stock Price Movement,Diversified Telecommunication Services
19003,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",TSLA,POS,post,Stock Affairs,Other Stock Affairs,Automobiles
19007,$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,TSLA,POS,post,Business Operations,Product Dynamics,Automobiles
19011,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
19013,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",LOW,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
19015,$JD down 20% in after-hour market. anyone care to explain why?,JD,NEG,post,Stock Affairs,Stock Price Movement,Broadline Retail
19020,Look at that $AMZN > 600,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
19031,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,YHOO,POS,post,Financing and Investment,Mergers and Acquisitions,Interactive Media & Services
19052,Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,SBUX,NEG,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
19072,$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,AAPL,NEG,post,Financial Affairs,Profit Announcement,Household Durables
19075,long $AAPL 107 calls @ .40,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
19089,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
19095,"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",SBUX,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
19099,$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,EBAY,NEG,post,Stock Affairs,Stock Price Movement,Broadline Retail
19103,Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,VNET,POS,post,Stock Affairs,Stock Price Movement,IT Services
19105,$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
19107,$aapl high of day just hit. Back at it tomorrow.,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
19117,ouch looks like $tsla shorts getting skinned again,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
19119,"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",QCOM,POS,post,Shareholder Affairs,Other Shareholder Affairs,Semiconductors & Semiconductor Equipment
19130,Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,FB,POS,post,Stock Affairs,Other Stock Affairs,Interactive Media & Services
19149,$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
19161,Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,CTXS,POS,post,Stock Affairs,Other Stock Affairs,Software
19163,"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",X,POS,post,Stock Affairs,Other Stock Affairs,Metals & Mining
19167,Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,FB,NEG,post,Business Operations,Other Business Operations Affairs,Interactive Media & Services
499,S&P downgrades Barclays and RBS on government bailout fears,RBS,NEG,headline,Stock Affairs,Other Stock Affairs,Banks
502,Irish housebuilder Cairn Homes plans London listing,Cairn Homes,POS,headline,Stock Affairs,Stock Status,Building Products
507,Arm slammed by handset sales outlook,Arm,NEG,headline,Financial Affairs,Other Financial Affairs,Semiconductors & Semiconductor Equipment
511,CompaniesLSE adds ex-SEC head Schapiro to board,LSE,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Energy Equipment & Services
512,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,Tesco,NEG,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
516,FTSE 100 flat; Standard Chartered leads risers,Standard Chartered,POS,headline,Stock Affairs,Stock Price Movement,Banks
517,CompaniesHoward Davies appointment as RBS director delayed,RBS,NEG,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Banks
519,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,Standard Life,NEG,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Insurance
52,Passengers rise at EasyJet and Aer Lingus,EasyJet,POS,headline,Financial Affairs,Other Financial Affairs,Passenger Airlines
520,Dixons Carphone profit boost on strong sales,Dixons Carphone,POS,headline,Financial Affairs,Other Financial Affairs,Specialty Retail
521,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",Sainsbury,POS,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
521,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",StanChart,POS,headline,Business Operations,"Sales, Market Share Changes",Banks
